TABLE,VAR,FORMAT,FORMAT.DESC,VAR.L,VAR.DESC
MEDINSUR,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
MEDRULES,MED_C,C,4,Medication Type,Unique code to describe the medication
MEDRULES,MED_T,C,30,Medication Name,Actual name of the medication
MEDRULES,AVAI_T,C,30,Available Doses,Number of doses of the medication available
MEDRULES,UNIT_T,C,10,Dose Type,Type of Dosage of the medication
MEDRULES,DOSE_BEG_N,N,2,Beginning Dose,The beginning dose number
MEDRULES,DOSE_END_N,N,2,Ending Dose,The maximum amount of the dose
MEDRULES,FREQ_T,C,20,Frequency,When to take the medication
MEDRULES,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
MEDRULES,OPERATOR_I,N,9,Operator ID,User Making Last Update
OBLGATN,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
OBLGATN,OBLG_SEQ_I,N,8,Sequence Number,Food Instrument Preprinted Check Number
OBLGATN,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
OBLGATN,FI_ISSUE_D,D,8,FI Issue Date,Date the Food Instrument was issued
OBLGATN,FITIME_H,N,4,FI Issue Time,Time that the Food Instrument was issued
OBLGATN,VLD_FROM_D,D,8,Valid From Date,Beginning Date that Food Instrument can be used
OBLGATN,VLD_THRU_D,D,8,Valid To Date,Ending Date that Food Instrument can be used
OBLGATN,FP_NBR_I,C,3,Food Package Number,Unique number used to identify the Food Package
OBLGATN,FI_NBR_T,C,1,Food Instrument Number,Unique number used to identify the Food Instrument
OBLGATN,OBLG_AMT_A,N,5,Obligation Amount,The monetary amount of the Food Instrument
OBLGATN,OBLG_MAX_A,N,5,Obligation Maximum Amount,The maximum monetary amount that can used of the Food Instrument
OBLGATN,OBLG_STA_C,C,4,Obligation Status,See Code Table
OBLGATN,VOID_D,D,8,Void Date,Date the Food Instrument was voided in Cornerstone
OBLGATN,VOID_RSN_C,C,4,Void Reason Code,See Code Table
OBLGATN,OBLG_PRI_N,N,1,WIC Priority,Priority based on participant's risk factors. Priority level is 1 - 7 with 1 being the highest and 7 the lowest. The highest priority level is displayed.
OBLGATN,CATEGORY_C,C,4,Category,See Code Table
OBLGATN,RECOVERY_C,C,4,Recovery Code,Not used at Site
OBLGATN,BANK_PRO_D,D,8,Bank Process Date,Not used at Site
OBLGATN,VENDR_ID_I,C,4,Vendor ID,Not used at Site
OBLGATN,REDEEMED_A,N,5,Redeemed Amount,Not used at Site
OBLGATN,REDEEMED_D,D,8,Redeemed Date,Not used at Site
OBLGATN,BANK_REJ_C,C,4,Bank Reject Code,Not used at Site
OBLGATN,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
OBLGATN,OPERATOR_I,N,9,Operator ID,User Making Last Update
OBLGATN,UPLOAD_F,C,1,Upload Indicator,See Code Table
OBLGATN,CO_UPD_D,D,8,Central Office Last Update,Last Update from Central Office
OPEREXPN,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
OPEREXPN,EXPN_YR_N,N,4,Expense Year,Year the Expense occurred
OPEREXPN,EXPN_MTH_N,N,2,Expense Month,Month the Expense occurred
OPEREXPN,EXPN_TYP_C,C,4,Expense Type,Type of Expense incurred. See Code Table
OPEREXPN,DIR_EXPN_A,N,9.2,Direct Expense Amount,Total amount of direct expenses for the month specified
OPEREXPN,IND_EXPN_A,N,10.2,Indirect Expense Amount,Total amount of indirect expenses for the month specified
OPEREXPN,WRKDY_HR_N,N,4.1,Work Day Hours,Length of the workday
OPEREXPN,FTE_EMPS_N,N,7.2,Full Time Equivalent,"Agency's total number of employees, measured in full-time equivalents"
OPEREXPN,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
OPEREXPN,OPERATOR_I,N,9,Operator ID,User Making Last Update
OPEREXPN,UPLOAD_F,C,1,Upload Indicator,See Code Table
OPEREXPN,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
PARTACTV,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
PARTACTV,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
PARTACTV,EFFECT_M_C,C,2,Effective Month,Month that activity is effective
PARTACTV,EFFECT_Y_C,C,4,Effective Year,Year that activity is effective
PARTACTV,PART_ACT_C,C,4,Participant Activity Code,See Code Table for Participant Activity Code Descriptions.
PARTACTV,VERIFY_D,D,8,Verification Date,Date Activity was verified
PARTACTV,PAY_CDE_C,C,10,Pay Code,
PARTACTV,AMOUNT_N,N,10.2,Paid Amount,
PARTACTV,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PARTACTV,OPERATOR_I,N,9,Operator ID,User Making Last Update
PARTACTV,UPLOAD_F,C,1,Upload Indicator,See Code Table
PARTACTV,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
PARTENRL,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
PARTENRL,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
PARTENRL,BRTH_LST_T,C,15,Birth Last Name,Participant's Birth Last Name
PARTENRL,BRTH_FST_T,C,13,Birth First Name,Participant's Birth First Name
PARTENRL,BRTH_MI_T,C,1,Birth Middle Initial,Participant's Birth Middle Initial
PARTENRL,CUR_LAST_T,C,15,Current Last Name,Participant's Current Last Name
PARTENRL,SCND_NME_T,C,15,Second Last Name,Can be used to record second surnames
PARTENRL,CUR_FRST_T,C,13,Current First Name,Participant's Current First Name
PARTENRL,CUR_MI_T,C,1,Current Middle Initial,Participant's Current Middle Initial
PARTENRL,TITLE_T,C,10,Title,"Mr.,Mrs.,Miss"
PARTENRL,AKA_LAST_T,C,15,AKA Last Name,"Also Known As Last Name, if different from Birth or Current Last Name"
PARTENRL,AKA_FRST_T,C,13,AKA First Name,"Also Known As First Name, if different from Birth or Current First Name"
PARTENRL,AKA_MI_T,C,1,AKA Middle Initial,"Also Know As Middle Initial, if different from Birth or Current Middle Initial"
PARTENRL,MOTH_M_N_T,C,15,Mother's Maiden Name,Participant's Mother's Maiden Name
PARTENRL,PART_SSN_T,C,9,Participant Social Security Number,Participant's Social Security Number
PARTENRL,MED_RISK_F,C,1,Medical Risk Indicator,"""Y"" = Yes, ""N"" or Blank = No"
PARTENRL,BIRTH_D,D,8,Date of Birth,Participant's Date of Birth
PARTENRL,DEATH_D,D,8,Date of Death,Participant's Date of Death
PARTENRL,EDUCATN_C,C,4,Education Code,See Code Table
PARTENRL,EMPLYMNT_C,C,4,Employment Status Code,See Code Table
PARTENRL,RACE_C,C,4,Race Code 1,See Code Table
PARTENRL,RACE2_C,C,4,Race Code 2,See Code Table
PARTENRL,RACE3_C,C,4,Race Code 3,See Code Table
PARTENRL,RACE4_C,C,4,Race Code 4,See Code Table
PARTENRL,RACE5_C,C,4,Race Code 5,See Code Table
PARTENRL,RACE6_C,C,4,Race Code 6,See Code Table
PARTENRL,ASN_SUB_C,C,4,Asian Sub Category,See Code Table
PARTENRL,ETHNIC_C,C,4,Hispanic Origin Code,See Code Table - In Ethnic Code
PARTENRL,OCCPTN_C,C,4,Occupation Code,See Code Table
PARTENRL,SEX_C,C,4,Sex Code,See Code Table
PARTENRL,REF_SRCE_C,C,4,Referral Source Code,See Code Table
PARTENRL,MRT_STAT_C,C,4,Marital Status Code,See Code Table
PARTENRL,HSEHLD_N,N,2,Household Size,Numeric Number of Individuals in the Household
PARTENRL,HSE_INC_A,N,6,Household Income,Dollar Amount in Whole Dollar
PARTENRL,PREGNANT_F,C,1,Pregnant Indicator,"""Y"" = Yes, ""N"" or Blank = No"
PARTENRL,PRI_PROV_I,N,9,Primary Care Provider ID,Links to Provider Table
PARTENRL,MED_ASGN_F,C,1,Medicaid Assignment Flag,See Code Table
PARTENRL,REGISTER_D,D,8,Registration Date,Cornerstone Enrollment Date
PARTENRL,RES_STAT_C,C,4,Residential Status Code,See Code Table
PARTENRL,DSBLTY_1_C,C,4,Disability Code 1,See Code Table
PARTENRL,DSBLTY_2_C,C,4,Disability Code 2,Same as Above
PARTENRL,DSBLTY_3_C,C,4,Disability Code 3,Same as Above
PARTENRL,LANG_1_C,C,4,Language Code 1,See Code Table
PARTENRL,LANG_2_C,C,4,Language Code 2,Same as Above
PARTENRL,LANG_3_C,C,4,Language Code 3,Same as Above
PARTENRL,PA_CDE1_C,C,4,Public Assistance Code 1,See Code Table - In Other Services
PARTENRL,PA_CDE2_C,C,4,Public Assistance Code 2,Same as Above
PARTENRL,PA_CDE3_C,C,4,Public Assistance Code 3,Same as Above
PARTENRL,PA_CDE4_C,C,4,Public Assistance Code 4,Same as Above
PARTENRL,PA_CDE5_C,C,4,Public Assistance Code 5,Same as Above
PARTENRL,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PARTENRL,OPERATOR_I,N,9,Operator ID,User Making Last Update
PARTENRL,UPLOAD_F,C,1,Upload Indicator,See Code Table
PARTENRL,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
PARTFORM,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
PARTFORM,EVENT_D,D,8,Event Date,Date that form was created
PARTFORM,EVNT_SEQ_N,N,2,Event Sequence,Unique number
PARTFORM,CONFIDNT_F,C,1,Confidential Flag,"""Y"" = Yes, ""N"" or blank = No"
PARTFORM,FORM_TYP_C,C,4,Format Type Code,The type of form used
PARTFORM,FINAL_F,C,1,Final Flag,"""Y"" = Yes, ""N"" or blank = No"
PARTFORM,CASE_PRE_D,D,8,Case Prepared Date,Date that form was originally created
PARTFORM,MSG_TEXT_M,M,10,Message Text,Freeform field used to record text
PARTFORM,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PARTFORM,OPERATOR_I,N,9,Operator ID,User Making Last Update
PARTGOAL,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
PARTGOAL,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
PARTGOAL,GOAL_C,C,4,Goal Code,Suggested Goal for the Participant
PARTGOAL,GL_STAT_C,C,4,Goal Status,Status of Attainment
PARTGOAL,GOAL_PRI_C,C,4,Goal Priority,See Code Table
PARTGOAL,ESTABLSH_D,D,8,Goal Established Date,Date that Goal was created
PARTGOAL,SELECT_D,D,8,Date Selected,
PARTGOAL,TARGET_D,D,8,Target Completion Date,Date for Goal to be Completed
PARTGOAL,EMPL_ID_I,N,9,Employee ID,Link to Case Manager
PARTGOAL,STATUS_D,D,8,Status Date,Status Date of Goal
PARTGOAL,COMMENTS_M,M,10,Comments,Used to record additional notes
PARTGOAL,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PARTGOAL,OPERATOR_I,N,9,Operator ID,User Making Last Update
PARTGOAL,UPLOAD_F,C,1,Upload Indicator,See Code Table
PARTGOAL,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
PARTRISK,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
PARTRISK,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
PARTRISK,RISK_IDN_D,D,8,Risk Identified Date,Date that Risk was generated
PARTRISK,RISK_C,C,4,Risk Code,See Code Table
PARTRISK,ASSM_TYP_C,C,4,Assessment Type,See Code Table
PARTRISK,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PARTRISK,OPERATOR_I,N,9,Operator ID,User Making Last Update
PARTRISK,UPLOAD_F,C,1,Upload Indicator,See Code Table
PARTRISK,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
PARTRSK2,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
PARTRSK2,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
PARTRSK2,RISK_IDN_D,D,8,Risk Identified Date,Date that Risk was generated
PARTRSK2,RISK_C,C,4,Risk Code,See Code Table
PARTRSK2,ASSM_TYP_C,C,4,Assessment Type Code,See Code Table
PARTRSK2,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PARTRSK2,OPERATOR_I,N,9,Operator ID,User Making Last Update
PARTRSK2,UPLOAD_F,C,1,Upload Indicator,See Code Table
PARTRSK2,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
PARTRSK2,RISK_TYP_C,C,4,Risk Type Code,See Code Table
PARTSNDX,LAST_SDX_C,C,4,Last Name Soundex Code,"""Sounds like value"" generated using Foxpro on Last Name"
PARTSNDX,NAME_TYP_C,C,4,Name Type Code,Birth or Current Name - See Code Table
PARTSNDX,FRST_SDX_C,C,4,First Name Soundex Code,"""Sounds like value"" generated using Foxpro on First Name"
PARTSNDX,MI_T,C,1,Middle Initial,"Participant's Middle Initial, used to create the Cornerstone Participant ID"
PARTSNDX,FI_T,C,1,First Initial,"The First Initial of the Participant's Last Name, used to create the Cornerstone Participant ID"
PARTSNDX,SEX_C,C,4,Sex Code,See Code Table
PARTSNDX,BIRTH_D,D,8,Birth Date,"Participant's Date of Birth, used to create the Cornerstone Participant ID"
PARTSNDX,PART_ID_I,C,14,Participant ID,Link to Participant Number
PCCM,PCCM_NBR_T,C,12,PCCM Number,Primary Care Case Manager ID Number
PCCM,PCCM_NME_T,C,30,PCCM Name,Primary Care Case Manager Name
PCCM,PCCM_STR_T,C,30,PCCM Street Address 1,Primary Care Case Manager Street Address
PCCM,PCCM_ST2_T,C,30,PCCM Street Address 2,Primary Care Case Manager Street Address
PCCM,PCCM_CTY_T,C,15,PCCM City,Primary Care Case Manager City
PCCM,PCCM_ST_T,C,2,PCCM State,Primary Care Case Manager State. See Code Table.
PCCM,PCCM_ZIP_T,C,5,PCCM Zip Code,Primary Care Case Manager Zip Code
PCCM,PCCM_EXT_T,C,4,PCCM Zip Extension,Primary Care Case Manager Zip Code 4 digit extension
PCCM,PCCM_PHN_T,C,10,PCCM Phone Number,Primary Care Case Manager Phone Number
PGMEDITS,PGM_ID_C,C,4,Program ID Code,See Code Table
PGMEDITS,CATEGORY_C,C,4,Category,See Code Table
PGMEDITS,CDE_NAME_T,C,10,Code Name,See Code Table
PGMEDITS,CODE_VAL_C,C,4,Code Value,See Code Table
PGMEDITS,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PGMEDITS,OPERATOR_I,N,9,Operator ID,User Making Last Update
PLANSERV,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
PLANSERV,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
PLANSERV,SRV_STAT_C,C,4,Planned Service Status,Current Status - See Code Table
PLANSERV,PLANNED_D,D,8,Planned Date To Complete Service,Planned Date for Participant to Complete Service
PLANSERV,SERV_TYP_C,C,4,Service Type Code,See Code Table
PLANSERV,SRV_STAT_D,D,8,Service Status Date,Most Recent Date of Status Code
PLANSERV,EMPL_ID_I,N,9,Employee ID,Link to Employee that is tracking the service
PLANSERV,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PLANSERV,OPERATOR_I,N,9,Operator ID,User Making Last Update
PLANSERV,UPLOAD_F,C,1,Upload Indicator,See Code Table
PLANSERV,CO_UPD_D,D,8,Central Office Date Last,Last Update from Central Office
POSTPART,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
POSTPART,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
POSTPART,VISIT_D,D,8,Visit Date,Date of Postpartum Visit Date
POSTPART,SERV_TYP_C,C,4,Service Type Code,See Code Table
POSTPART,HOSP_ID_C,C,4,Hospital ID Code,Link to Hospitals in Code Table
POSTPART,ACT_DLV_D,D,8,Actual Delivery Date,Actual Deliver Date of baby
POSTPART,INFNT_ID_I,C,14,Participant ID - Infant,Link to Infant's Participant Records
POSTPART,DLV_PLC_C,C,4,Place Of Delivery,See Code Table
POSTPART,DLV_MTHD_C,C,4,Method Of Delivery,See Code Table
POSTPART,PREG_WKS_N,N,2,Length Of Pregnancy In Weeks,Numeric response
POSTPART,PREG_OTC_C,C,4,Pregnancy Outcome Code,See Code Table
POSTPART,WGT_PNDS_N,N,3,Mothers Weight Just Prior To Delivery,Mother's Weight just prior to Delivery in pounds
POSTPART,WGT_OZS_N,N,2,Mothers Weight Just Prior To Delivery,Mother's Weight just prior to Delivery in ounces
POSTPART,CMPL_CD1_C,C,4,Maternal Complication Code 1,See Code Table
POSTPART,CMPL_CD2_C,C,4,Maternal Complication Code 2,See Code Table
POSTPART,CMPL_CD3_C,C,4,Maternal Complication Code 3,See Code Table
POSTPART,CMPL_CD4_C,C,4,Maternal Complication Code 4,See Code Table
POSTPART,CMPL_CD5_C,C,4,Maternal Complication Code 5,See Code Table
POSTPART,FETUSES_N,N,1,Total Fetuses,Total Number of Fetuses Delivered
POSTPART,MALE_NBR_N,N,1,Number Of Male,Total Number of Male Fetuses Delivered
POSTPART,FEML_NBR_N,N,1,Number Of Female,Total Number of Female Fetuses Delivered
POSTPART,LIV_BRTH_N,N,1,Number Of Live At Birth,Total Number of Live Births
POSTPART,LIV_POST_N,N,1,Number Of Live At Postpartum Visit,Total Number of Live Fetuses at Postpartum Visit
POSTPART,WKS_DIED_N,N,2,Died At - In Weeks,Numeric response
POSTPART,STILLBRN_N,N,1,Number Of Stillborn,Total Number of Stillborn Fetuses at Birth
POSTPART,LW_BRTH_N,N,2,Number Of Low Weight Births,Total Number of Low Weight Births
POSTPART,PT_BRTH_N,N,2,Number Of Pre Term Births,Total Number of Pre Term Births
POSTPART,EARLY_D_F,C,1,Early Discharge Indicator,"""Y"" = Yes, ""N"" or Blank = No"
POSTPART,RE_HOSP_F,C,1,Maternal Re-Hospitalization Indicator,"""Y"" = Yes, ""N"" or Blank = No"
POSTPART,MDSPCREF_N,N,2,Number Of Medical Special Referrals,Total Number of Referrals to Medical Specialists
POSTPART,PREG_HSP_N,N,2,Number Of Hospitalizations During,Total Number of Hospital Stays during the Pregnancy
POSTPART,PMD_VSIT_N,N,2,Number Of Prenatal MD Visits,Total Number of Prenatal Doctor Visits
POSTPART,SMK3_MTH_F,C,1,Smoke - Last 3 Month Indicator,"""Y"" = Yes, ""N"" or Blank = No"
POSTPART,CIG3_DAY_N,N,2,Number Of Cigarettes Smoked Per Day - Last 3,Total Number of cigarettes Smoked per Day in the Last 3 Months
POSTPART,DRK3_MTH_F,C,1,Drink - Last 3 Months Indicator,"""Y"" = Yes, ""N"" or Blank = No"
POSTPART,DR_DY_WK_N,N,1,Number Of Days A Week She Drank - Last 3,Total Number of Days a Week Participant Drank in the Last 3 Months
POSTPART,DRNK_DAY_N,N,2,Number Of Drinks Per Day - Last 3 Months,Total Number of Drinks per Day Participant had in the Last 3 Months
POSTPART,FAM_PLAN_C,C,4,Family Planning Method Code,See Code Table
POSTPART,PREN_EDC_D,D,8,Estimated Date Of Confinement (EDC),Link back to Prenatal Record - This field ties the Postpartum and Prenatal Records together (There can only be one of each per pregnancy)
POSTPART,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
POSTPART,OPERATOR_I,N,9,Operator ID,User Making Last Update
POSTPART,UPLOAD_F,C,1,Upload Indicator,See Code Table
POSTPART,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
POTENDUP,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
POTENDUP,PART_ID1_I,C,14,Participant ID 1,First Participant ID of Potential Duplicate
POTENDUP,LST_NME1_T,C,15,Last Name 1,Last Name of First Participant
POTENDUP,FST_NME1_T,C,13,First Name 1,First Name of First Participant
POTENDUP,MI1_T,C,1,Middle Initial 1,Middle Initial of First Participant
POTENDUP,MTH_M_N1_T,C,15,Mothers Maiden Name 1,Mother's Maiden Name of First Participant
POTENDUP,BIRTH1_D,D,8,Birth Date 1,Date of Birth of First Participant
POTENDUP,SEX1_C,C,1,Sex Code 1,Sex Code of First Participant
POTENDUP,SSN1_T,C,9,Social Security Number 1,Social Security Number of First Participant
POTENDUP,PART_ID2_I,C,14,Participant ID 2,Second Participant ID of Potential Duplicate
POTENDUP,LST_NME2_T,C,15,Last Name 2,Last Name of Second Participant
POTENDUP,FST_NME2_T,C,13,First Name 2,First Name of Second Participant
POTENDUP,MI2_T,C,1,Middle Initial 2,Middle Initial of Second Participant
POTENDUP,MTH_M_N2_T,C,15,Mothers Maiden Name 2,Mother's Maiden Name of Second Participant
POTENDUP,BIRTH2_D,D,8,Birth Date 2,Date of Birth of Second Participant
POTENDUP,SEX2_C,C,1,Sex Code 2,Sex Code of Second Participant
POTENDUP,SSN2_T,C,9,Social Security Number 2,Social Security Number of Second Participant
POTENDUP,DUPTYPE,C,1,Duplicate Type,Type of Duplicate
POTENDUP,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
POTENDUP,OPERATOR_I,N,9,Operator ID,User Making Last Update
POTENDUP,UPLOAD_F,C,1,Upload Indicator,See Code Table
POTENDUP,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
PRENATAL,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
PRENATAL,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
PRENATAL,VISIT_D,D,8,Visit Date,When pregnancy recorded
PRENATAL,SERV_TYP_C,C,4,Service Type Code,Links to Service Type Table for the service being provided when the pregnancy was recorded
PRENATAL,PRG_CNFR_D,D,8,Date Pregnancy Confirmed,Date the Participant's Pregnancy was confirmed
PRENATAL,EDC_D,D,8,Estimated Date Of Confinement (EDC),Links forward to Postpartum Record - This field ties the Postpartum and Prenatal Records together (There can only be one of each per pregnancy)
PRENATAL,EDC_VERF_F,C,1,EDC Verification Indicator,"""Y"" = Verified"
PRENATAL,LMP_D,D,8,Last Menstrual Period Date (LMP),Date of Participant's Last Menstrual Period Date
PRENATAL,HGT_FEET_N,N,1,Pre-Pregnancy Height - Feet,Participant's Pre-Pregnancy Height in Feet
PRENATAL,HGT_INCH_N,N,2,Pre-Pregnancy Height - Inches,Participant's Pre-Pregnancy Height in Inches
PRENATAL,HGT_QICH_N,N,1,Pre-Pregnancy Height - Quarter - Inches,Participant's Pre-Pregnancy Height in Quarter Inches
PRENATAL,WGT_PNDS_N,N,3,Pre-Pregnancy Weight - Pounds,Participant's Pre-Pregnancy Weight in Pounds
PRENATAL,WGT_OZS_N,N,2,Pre-Pregnancy Weight - Ounces,Participant's Pre-Pregnancy Weight in Ounces
PRENATAL,MONCARE_N,N,1,Month Care Began,Month Prenatal Care Began
PRENATAL,PRI_VSIT_N,N,2,Number Of Prenatal Visits Prior To,Total Number of Prenatal Visits Prior to Today's Visit
PRENATAL,PREG_NBR_N,N,2,Number Of Pregnancies,Total Number of Pregnancies Participant has had
PRENATAL,LSTLV_BR_D,D,8,Date Of Last Live Birth,Date of Participant's Last Live Birth
PRENATAL,LST_WGTG_N,N,4,Weight Of Last Live Birth - Grams,Weight of Participant's Last Live Birth in Grams
PRENATAL,LV_BRTH_N,N,2,Number Of Previous Live Births,Total Number of Participant's Previous Live Births
PRENATAL,OTHR_TRM_N,N,2,Number Of Other Terminations,Total Number of Participant's Other Terminations
PRENATAL,OTH_TERM_D,D,8,Date Of Last Other Termination,Date of Participant's Last Other Termination
PRENATAL,SMK3_MTH_F,C,1,Smoke - 3 Months Prior Indicator,"""Y"" = Yes, ""N"" = No"
PRENATAL,CIG3_DAY_N,N,2,Number Of Cigarettes Smoked Per Day,Total Number of Cigarettes the Participant Smoked per Day for the Previous 3 Months
PRENATAL,DRK3_MTH_F,C,1,Drink - 3 Months Prior Indicator,"""Y"" = Yes, ""N"" = No"
PRENATAL,DR_DY_WK_N,N,1,Number Of Days A Week She Drank,Total Number of Days per Week the Participant Drank in the previous 3 months
PRENATAL,DRNK_DAY_N,N,2,Number Of Drinks Per Day,Total Number of Drinks per Day the Participant had in the Previous 3 Months.
PRENATAL,POSTPART_I,C,1,Postpartum Indicator,"""Y"" = Yes, ""N"" or blank = No"
PRENATAL,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PRENATAL,OPERATOR_I,N,9,Operator ID,User Making Last Update
PRENATAL,UPLOAD_F,C,1,Upload Indicator,See Code Table
PRENATAL,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
PROCEDIT,PROCEDUR_C,C,5,Procedure Code,Procedure Code. See Procedur Table
PROCEDIT,SERV_TYP_C,C,4,Service Type Code,Service Type Code. See Servcode table
PROCEDIT,CDE_NAME_T,C,10,Code Name,See Code Table for values
PROCEDIT,CODE_VAL_C,C,4,Code Value,See Code Table for values
PROCEDIT,OPERATOR_I,N,9,Operator ID,User Making Last Update
PROCEDIT,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PROCEDUR,PROCEDUR_C,C,5,Procedure Code,The unique code used to identify the procedure code.
PROCEDUR,EFF_BEG_D,D,8,Effective Begin Date,Effective Begin Date of the Procedure Code
PROCEDUR,EFF_END_D,D,8,Effective End Date,Effective End Date of the Procedure Code
PROCEDUR,BRF_DESC_T,C,30,Brief Description,Brief Description of the Procedure Code
PROCEDUR,LNG_DESC_M,M,4,Procedure Long Description,Longer Description of the Procedure Code
PROCEDUR,HFS_SRV_C,C,4,HFS Service Type Code,Numeric response
PROCEDUR,UNIT_TYP_C,C,4,Unit Type Code,See Code Table for Unit Type Code descriptions
PROCEDUR,MED_CLM_F,C,1,Medicaid Claimable Indicator,"""Y"" = Yes, ""N"" or blank = No"
PROCEDUR,CHRG_AMT_A,N,7.2,Procedure Charge,Monetary Amount of the Procedure
PROCEDUR,PROC_ST_C,C,1,Procedure Status,"""A"" = Active
""I"" = Inactive"
PROCEDUR,PRC_DIAG_F,C,1,Procedure Diagnosis Indicator,"""P"" = Procedure"
PROCEDUR,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PROCEDUR,OPERATOR_I,N,9,Operator ID,User Making Last Update
PROCHIPA,PROCHIPA_C,C,5,Procedure Code HIPA,HIPA procedure codes
PROCHIPA,MODIFR01_C,C,2,Modifier 1,See Appendix B - EI HIPAA Procedure Code Table for descriptions
PROCHIPA,MODIFR02_C,C,2,Modifier 2,See Appendix B - EI HIPAA Procedure Code Table for descriptions
PROCHIPA,MODIFR03_C,C,2,Modifier 3,See Appendix B - EI HIPAA Procedure Code Table for descriptions
PROCHIPA,MODIFR04_C,C,2,Modifier 4,See Appendix B - EI HIPAA Procedure Code Table for descriptions
PROCHIPA,BRF_DESC_T,C,30,Brief Description,Short description of Procedure
PROCHIPA,LNG_DESC_M,M,4,Procedure Long Description,More detailed description of Procedure
PROCHIPA,PROC_ST_C,C,1,Procedure Status,"""A"" = Active, ""I"" = Inactive"
PROCHIPA,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PROCHIPA,OPERATOR_I,N,9,Operator ID,User Making Last Update
PROCLOG,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
PROCLOG,MODULE_T,C,10,Module Name,
PROCLOG,PROCSTRT_D,D,8,Process Start Date,Date Process Started
PROCLOG,STRT_SEC_N,N,5,Process Start Seconds,Time Process Started in Seconds
PROCLOG,PROCEND_D,D,8,Process End Date,Date Process Ended
PROCLOG,STOP_SEC_N,N,5,Process End Seconds,Time Process Ended in Seconds
PROCLOG,COMMENTS,M,4,Comments,Used to record additional notes
PROCLOG,OPERATOR_I,N,9,Operator ID,User Making Last Update
PROCLOG,UPLOAD_F,C,1,Upload Indicator,See Code Table
PROCLOG,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PROCLOG,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
PROGRAM,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
PROGRAM,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
PROGRAM,PGM_ID_C,C,4,Program ID Code,See Code Table
PROGRAM,LOCATION_N,N,2,Location Code,Used when there are multiple site locations to indicate which location is providing program services.
PROGRAM,PGM_STAT_C,C,4,Program Status Code,See Code Table
PROGRAM,PGM_STAT_D,D,8,Program Status Date,Date that the status code was set to the current value
